,did,name,version,uploader,status,format,MajorityClassSize,MaxNominalAttDistinctValues,MinorityClassSize,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,first_time
797,797,fri_c4_1000_50,2,2,active,ARFF,560.0,2.0,440.0,2.0,51.0,1000.0,0.0,0.0,50.0,1.0,0.04099845886230469
798,798,cholesterol,2,2,active,ARFF,166.0,4.0,137.0,2.0,14.0,303.0,6.0,6.0,6.0,8.0,0.0390019416809082
799,799,fri_c0_1000_5,2,2,active,ARFF,503.0,2.0,497.0,2.0,6.0,1000.0,0.0,0.0,5.0,1.0,0.03399920463562012
800,800,pyrim,2,2,active,ARFF,43.0,2.0,31.0,2.0,28.0,74.0,0.0,0.0,27.0,1.0,0.03700065612792969
801,801,chscase_funds,2,2,active,ARFF,98.0,2.0,87.0,2.0,4.0,185.0,0.0,0.0,2.0,2.0,0.03799915313720703
802,802,pbcseq,2,2,active,ARFF,973.0,1024.0,972.0,2.0,19.0,1945.0,832.0,1133.0,12.0,7.0,0.04900169372558594
803,803,delta_ailerons,1,2,active,ARFF,3783.0,2.0,3346.0,2.0,6.0,7129.0,0.0,0.0,5.0,1.0,0.038999319076538086
804,804,hutsof99_logis,2,2,active,ARFF,36.0,4.0,34.0,2.0,8.0,70.0,0.0,0.0,3.0,5.0,0.041002750396728516
805,805,fri_c4_500_50,2,2,active,ARFF,264.0,2.0,236.0,2.0,51.0,500.0,0.0,0.0,50.0,1.0,0.0469970703125
806,806,fri_c3_1000_50,2,2,active,ARFF,555.0,2.0,445.0,2.0,51.0,1000.0,0.0,0.0,50.0,1.0,0.051000118255615234
807,807,kin8nm,2,2,active,ARFF,4168.0,2.0,4024.0,2.0,9.0,8192.0,0.0,0.0,8.0,1.0,0.04400467872619629
808,808,fri_c0_100_10,2,2,active,ARFF,55.0,2.0,45.0,2.0,11.0,100.0,0.0,0.0,10.0,1.0,0.041997671127319336
810,810,pbc,3,2,active,ARFF,230.0,4.0,188.0,2.0,19.0,418.0,142.0,1239.0,10.0,9.0,0.04500007629394531
811,811,rmftsa_ctoarrivals,2,2,active,ARFF,163.0,12.0,101.0,2.0,3.0,264.0,0.0,0.0,1.0,2.0,0.03700137138366699
812,812,fri_c1_100_25,2,2,active,ARFF,53.0,2.0,47.0,2.0,26.0,100.0,0.0,0.0,25.0,1.0,0.04399752616882324
813,813,fri_c3_1000_5,2,2,active,ARFF,563.0,2.0,437.0,2.0,6.0,1000.0,0.0,0.0,5.0,1.0,0.04300093650817871
814,814,chscase_vine2,2,2,active,ARFF,256.0,2.0,212.0,2.0,3.0,468.0,0.0,0.0,2.0,1.0,0.03700113296508789
815,815,chscase_vine1,2,2,active,ARFF,28.0,2.0,24.0,2.0,10.0,52.0,0.0,0.0,9.0,1.0,0.03699660301208496
816,816,puma8NH,2,2,active,ARFF,4114.0,2.0,4078.0,2.0,9.0,8192.0,0.0,0.0,8.0,1.0,0.039000749588012695
817,817,diggle_table_a1,2,2,active,ARFF,25.0,2.0,23.0,2.0,5.0,48.0,0.0,0.0,4.0,1.0,0.03199958801269531
818,818,diggle_table_a2,2,2,active,ARFF,165.0,9.0,145.0,2.0,9.0,310.0,0.0,0.0,7.0,2.0,0.03300046920776367
819,819,delta_elevators,3,2,active,ARFF,4785.0,2.0,4732.0,2.0,7.0,9517.0,0.0,0.0,6.0,1.0,0.037999868392944336
820,820,chatfield_4,2,2,active,ARFF,142.0,2.0,93.0,2.0,13.0,235.0,0.0,0.0,12.0,1.0,0.03499960899353027
821,821,house_16H,2,2,active,ARFF,16040.0,2.0,6744.0,2.0,17.0,22784.0,0.0,0.0,16.0,1.0,0.04700016975402832
823,823,houses,2,2,active,ARFF,11726.0,2.0,8914.0,2.0,9.0,20640.0,0.0,0.0,8.0,1.0,0.040000200271606445
824,824,fri_c1_500_10,2,2,active,ARFF,274.0,2.0,226.0,2.0,11.0,500.0,0.0,0.0,10.0,1.0,0.03499960899353027
825,825,boston_corrected,2,2,active,ARFF,283.0,92.0,223.0,2.0,21.0,506.0,0.0,0.0,17.0,4.0,0.03799843788146973
826,826,sensory,2,2,active,ARFF,337.0,6.0,239.0,2.0,12.0,576.0,0.0,0.0,0.0,12.0,0.03800344467163086
827,827,disclosure_x_noise,2,2,active,ARFF,333.0,2.0,329.0,2.0,4.0,662.0,0.0,0.0,3.0,1.0,0.03499770164489746
828,828,fri_c4_100_100,2,2,active,ARFF,53.0,2.0,47.0,2.0,101.0,100.0,0.0,0.0,100.0,1.0,0.044001102447509766
829,829,fri_c1_100_5,2,2,active,ARFF,55.0,2.0,45.0,2.0,6.0,100.0,0.0,0.0,5.0,1.0,0.03299760818481445
830,830,fri_c2_250_10,2,2,active,ARFF,159.0,2.0,91.0,2.0,11.0,250.0,0.0,0.0,10.0,1.0,0.03500056266784668
831,831,autoMpg,2,2,active,ARFF,209.0,13.0,189.0,2.0,8.0,398.0,6.0,6.0,4.0,4.0,0.035002946853637695
832,832,fri_c3_250_25,2,2,active,ARFF,139.0,2.0,111.0,2.0,26.0,250.0,0.0,0.0,25.0,1.0,0.03699684143066406
833,833,bank32nh,2,2,active,ARFF,5649.0,2.0,2543.0,2.0,33.0,8192.0,0.0,0.0,32.0,1.0,0.04400300979614258
834,834,fri_c4_250_100,2,2,active,ARFF,140.0,2.0,110.0,2.0,101.0,250.0,0.0,0.0,100.0,1.0,0.04399681091308594
835,835,analcatdata_vehicle,2,2,active,ARFF,27.0,6.0,21.0,2.0,5.0,48.0,0.0,0.0,0.0,5.0,0.03499960899353027
836,836,sleuth_case1102,2,2,active,ARFF,19.0,3.0,15.0,2.0,9.0,34.0,0.0,0.0,5.0,4.0,0.03399968147277832
837,837,fri_c1_1000_50,2,2,active,ARFF,547.0,2.0,453.0,2.0,51.0,1000.0,0.0,0.0,50.0,1.0,0.04400277137756348
838,838,fri_c4_500_25,2,2,active,ARFF,284.0,2.0,216.0,2.0,26.0,500.0,0.0,0.0,25.0,1.0,0.03999972343444824
839,839,kdd_el_nino-small,2,2,active,ARFF,508.0,59.0,274.0,2.0,9.0,782.0,214.0,466.0,6.0,3.0,0.03700113296508789
840,840,autoHorse,2,2,active,ARFF,122.0,22.0,83.0,2.0,26.0,205.0,46.0,57.0,17.0,9.0,0.04000091552734375
841,841,stock,2,2,active,ARFF,488.0,2.0,462.0,2.0,10.0,950.0,0.0,0.0,9.0,1.0,0.03799891471862793
842,842,analcatdata_runshoes,2,2,active,ARFF,36.0,5.0,24.0,2.0,11.0,60.0,14.0,14.0,4.0,7.0,0.03599858283996582
843,843,house_8L,2,2,active,ARFF,16040.0,2.0,6744.0,2.0,9.0,22784.0,0.0,0.0,8.0,1.0,0.0410001277923584
844,844,breastTumor,2,2,active,ARFF,166.0,18.0,120.0,2.0,10.0,286.0,9.0,9.0,1.0,9.0,0.03699946403503418
845,845,fri_c0_1000_10,2,2,active,ARFF,509.0,2.0,491.0,2.0,11.0,1000.0,0.0,0.0,10.0,1.0,0.03600192070007324
846,846,elevators,2,2,active,ARFF,11469.0,2.0,5130.0,2.0,19.0,16599.0,0.0,0.0,18.0,1.0,0.044000864028930664
847,847,wind,2,2,active,ARFF,3501.0,2.0,3073.0,2.0,15.0,6574.0,0.0,0.0,14.0,1.0,0.041002511978149414
848,848,schlvote,2,2,active,ARFF,28.0,2.0,10.0,2.0,6.0,38.0,0.0,0.0,4.0,2.0,0.03199625015258789
849,849,fri_c0_1000_25,2,2,active,ARFF,503.0,2.0,497.0,2.0,26.0,1000.0,0.0,0.0,25.0,1.0,0.03900027275085449
850,850,fri_c0_100_50,2,2,active,ARFF,51.0,2.0,49.0,2.0,51.0,100.0,0.0,0.0,50.0,1.0,0.03699922561645508
851,851,tecator,2,2,active,ARFF,138.0,2.0,102.0,2.0,125.0,240.0,0.0,0.0,124.0,1.0,0.04599905014038086
852,852,analcatdata_gsssexsurvey,2,2,active,ARFF,124.0,2.0,35.0,2.0,10.0,159.0,6.0,6.0,4.0,6.0,0.036002159118652344
853,853,boston,2,2,active,ARFF,297.0,2.0,209.0,2.0,14.0,506.0,0.0,0.0,12.0,2.0,0.035999298095703125
854,854,fishcatch,2,2,active,ARFF,95.0,7.0,63.0,2.0,8.0,158.0,87.0,87.0,5.0,3.0,0.036000967025756836
855,855,fri_c4_500_10,2,2,active,ARFF,276.0,2.0,224.0,2.0,11.0,500.0,0.0,0.0,10.0,1.0,0.03500008583068848
857,857,bolts,2,2,active,ARFF,26.0,2.0,14.0,2.0,8.0,40.0,0.0,0.0,7.0,1.0,0.03199887275695801
858,858,hungarian,2,2,active,ARFF,188.0,4.0,106.0,2.0,14.0,294.0,293.0,782.0,6.0,8.0,0.038002729415893555
859,859,analcatdata_gviolence,2,2,active,ARFF,43.0,2.0,31.0,2.0,10.0,74.0,0.0,0.0,8.0,2.0,0.04899477958679199
860,860,vinnie,2,2,active,ARFF,195.0,2.0,185.0,2.0,3.0,380.0,0.0,0.0,2.0,1.0,0.033002376556396484
861,861,auto93,2,2,active,ARFF,58.0,31.0,35.0,2.0,23.0,93.0,11.0,14.0,16.0,7.0,0.039000511169433594
862,862,sleuth_ex2016,2,2,active,ARFF,45.0,2.0,42.0,2.0,11.0,87.0,0.0,0.0,8.0,3.0,0.03399944305419922
863,863,fri_c4_250_10,2,2,active,ARFF,133.0,2.0,117.0,2.0,11.0,250.0,0.0,0.0,10.0,1.0,0.034998178482055664
864,864,sleuth_ex2015,2,2,active,ARFF,33.0,2.0,27.0,2.0,8.0,60.0,0.0,0.0,6.0,2.0,0.03400135040283203
865,865,analcatdata_neavote,2,2,active,ARFF,93.0,3.0,7.0,2.0,4.0,100.0,0.0,0.0,1.0,3.0,0.03599882125854492
866,866,fri_c2_1000_50,2,2,active,ARFF,582.0,2.0,418.0,2.0,51.0,1000.0,0.0,0.0,50.0,1.0,0.043001413345336914
867,867,visualizing_livestock,2,2,active,ARFF,105.0,26.0,25.0,2.0,3.0,130.0,0.0,0.0,0.0,3.0,0.03400111198425293
868,868,fri_c4_100_25,2,2,active,ARFF,54.0,2.0,46.0,2.0,26.0,100.0,0.0,0.0,25.0,1.0,0.03599905967712402
869,869,fri_c2_500_10,2,2,active,ARFF,286.0,2.0,214.0,2.0,11.0,500.0,0.0,0.0,10.0,1.0,0.03699970245361328
870,870,fri_c1_500_5,2,2,active,ARFF,267.0,2.0,233.0,2.0,6.0,500.0,0.0,0.0,5.0,1.0,0.03500032424926758
871,871,pollen,2,2,active,ARFF,1924.0,2.0,1924.0,2.0,6.0,3848.0,0.0,0.0,5.0,1.0,0.03499960899353027
873,873,fri_c3_250_50,2,2,active,ARFF,142.0,2.0,108.0,2.0,51.0,250.0,0.0,0.0,50.0,1.0,0.037000179290771484
874,874,rabe_131,2,2,active,ARFF,29.0,2.0,21.0,2.0,6.0,50.0,0.0,0.0,5.0,1.0,0.03200030326843262
875,875,analcatdata_chlamydia,2,2,active,ARFF,81.0,10.0,19.0,2.0,4.0,100.0,0.0,0.0,0.0,4.0,0.03499746322631836
876,876,fri_c1_100_50,2,2,active,ARFF,56.0,2.0,44.0,2.0,51.0,100.0,0.0,0.0,50.0,1.0,0.0370020866394043
877,877,fri_c2_250_50,2,2,active,ARFF,137.0,2.0,113.0,2.0,51.0,250.0,0.0,0.0,50.0,1.0,0.04599928855895996
878,878,fri_c4_100_10,2,2,active,ARFF,53.0,2.0,47.0,2.0,11.0,100.0,0.0,0.0,10.0,1.0,0.03500080108642578
879,879,fri_c2_500_25,2,2,active,ARFF,304.0,2.0,196.0,2.0,26.0,500.0,0.0,0.0,25.0,1.0,0.03799939155578613
880,880,mu284,2,2,active,ARFF,142.0,2.0,142.0,2.0,11.0,284.0,0.0,0.0,10.0,1.0,0.03400015830993652
881,881,mv,2,2,active,ARFF,24321.0,3.0,16447.0,2.0,11.0,40768.0,0.0,0.0,7.0,4.0,0.04399991035461426
882,882,pollution,2,2,active,ARFF,31.0,2.0,29.0,2.0,16.0,60.0,0.0,0.0,15.0,1.0,0.03399991989135742
884,884,fri_c0_500_5,2,2,active,ARFF,251.0,2.0,249.0,2.0,6.0,500.0,0.0,0.0,5.0,1.0,0.03700113296508789
885,885,transplant,2,2,active,ARFF,83.0,2.0,48.0,2.0,4.0,131.0,0.0,0.0,3.0,1.0,0.03299856185913086
886,886,no2,2,2,active,ARFF,251.0,2.0,249.0,2.0,8.0,500.0,0.0,0.0,7.0,1.0,0.03400015830993652
887,887,mbagrade,2,2,active,ARFF,32.0,2.0,29.0,2.0,3.0,61.0,0.0,0.0,1.0,2.0,0.03399825096130371
888,888,fri_c0_500_50,2,2,active,ARFF,256.0,2.0,244.0,2.0,51.0,500.0,0.0,0.0,50.0,1.0,0.040001630783081055
889,889,fri_c0_100_25,2,2,active,ARFF,50.0,2.0,50.0,2.0,26.0,100.0,0.0,0.0,25.0,1.0,0.03600049018859863
890,890,cloud,2,2,active,ARFF,76.0,2.0,32.0,2.0,8.0,108.0,0.0,0.0,6.0,2.0,0.03500008583068848
891,891,sleuth_case1202,2,2,active,ARFF,57.0,5.0,36.0,2.0,7.0,93.0,0.0,0.0,4.0,3.0,0.03399801254272461
892,892,sleuth_case1201,2,2,active,ARFF,26.0,2.0,24.0,2.0,8.0,50.0,0.0,0.0,6.0,2.0,0.036002397537231445
893,893,visualizing_hamster,2,2,active,ARFF,40.0,2.0,33.0,2.0,6.0,73.0,0.0,0.0,5.0,1.0,0.032999515533447266
894,894,rabe_148,2,2,active,ARFF,33.0,2.0,33.0,2.0,6.0,66.0,0.0,0.0,5.0,1.0,0.03199958801269531
895,895,chscase_geyser1,2,2,active,ARFF,134.0,2.0,88.0,2.0,3.0,222.0,0.0,0.0,2.0,1.0,0.031000137329101562
896,896,fri_c3_500_25,2,2,active,ARFF,280.0,2.0,220.0,2.0,26.0,500.0,0.0,0.0,25.0,1.0,0.03800249099731445
897,897,colleges_aaup,2,2,active,ARFF,813.0,52.0,348.0,2.0,17.0,1161.0,87.0,256.0,13.0,4.0,0.04699850082397461
898,898,hip,2,2,active,ARFF,28.0,2.0,26.0,2.0,8.0,54.0,30.0,120.0,7.0,1.0,0.03599953651428223
899,899,analcatdata_negotiation,2,2,active,ARFF,66.0,2.0,26.0,2.0,6.0,92.0,17.0,26.0,4.0,2.0,0.03499746322631836
900,900,chscase_census6,2,2,active,ARFF,235.0,2.0,165.0,2.0,7.0,400.0,0.0,0.0,6.0,1.0,0.03299975395202637
901,901,fried,2,2,active,ARFF,20427.0,2.0,20341.0,2.0,11.0,40768.0,0.0,0.0,10.0,1.0,0.04500007629394531
902,902,sleuth_case2002,2,2,active,ARFF,78.0,2.0,69.0,2.0,7.0,147.0,0.0,0.0,2.0,5.0,0.03600025177001953
903,903,fri_c2_1000_25,2,2,active,ARFF,563.0,2.0,437.0,2.0,26.0,1000.0,0.0,0.0,25.0,1.0,0.038001060485839844
904,904,fri_c0_1000_50,2,2,active,ARFF,510.0,2.0,490.0,2.0,51.0,1000.0,0.0,0.0,50.0,1.0,0.04300069808959961
905,905,chscase_adopt,2,2,active,ARFF,27.0,2.0,12.0,2.0,4.0,39.0,0.0,0.0,2.0,2.0,0.033998727798461914
906,906,chscase_census5,2,2,active,ARFF,207.0,2.0,193.0,2.0,8.0,400.0,0.0,0.0,7.0,1.0,0.03400087356567383
907,907,chscase_census4,2,2,active,ARFF,206.0,2.0,194.0,2.0,8.0,400.0,0.0,0.0,7.0,1.0,0.034999847412109375
908,908,chscase_census3,2,2,active,ARFF,208.0,2.0,192.0,2.0,8.0,400.0,0.0,0.0,7.0,1.0,0.033998727798461914
909,909,chscase_census2,2,2,active,ARFF,203.0,2.0,197.0,2.0,8.0,400.0,0.0,0.0,7.0,1.0,0.03400087356567383
910,910,fri_c1_1000_10,2,2,active,ARFF,564.0,2.0,436.0,2.0,11.0,1000.0,0.0,0.0,10.0,1.0,0.034000396728515625
911,911,fri_c2_250_5,2,2,active,ARFF,140.0,2.0,110.0,2.0,6.0,250.0,0.0,0.0,5.0,1.0,0.034999847412109375
912,912,fri_c2_1000_5,2,2,active,ARFF,584.0,2.0,416.0,2.0,6.0,1000.0,0.0,0.0,5.0,1.0,0.034999847412109375
913,913,fri_c2_1000_10,2,2,active,ARFF,580.0,2.0,420.0,2.0,11.0,1000.0,0.0,0.0,10.0,1.0,0.034999847412109375
914,914,balloon,2,2,active,ARFF,1519.0,2.0,482.0,2.0,3.0,2001.0,0.0,0.0,2.0,1.0,0.03399991989135742
915,915,plasma_retinol,2,2,active,ARFF,182.0,3.0,133.0,2.0,14.0,315.0,0.0,0.0,10.0,4.0,0.037998199462890625
916,916,fri_c3_100_5,2,2,active,ARFF,56.0,2.0,44.0,2.0,6.0,100.0,0.0,0.0,5.0,1.0,0.034999847412109375
917,917,fri_c1_1000_25,2,2,active,ARFF,546.0,2.0,454.0,2.0,26.0,1000.0,0.0,0.0,25.0,1.0,0.039002418518066406
918,918,fri_c4_250_50,2,2,active,ARFF,135.0,2.0,115.0,2.0,51.0,250.0,0.0,0.0,50.0,1.0,0.03899955749511719
919,919,rabe_166,2,2,active,ARFF,21.0,2.0,19.0,2.0,3.0,40.0,0.0,0.0,2.0,1.0,0.031999826431274414
920,920,fri_c2_500_50,2,2,active,ARFF,295.0,2.0,205.0,2.0,51.0,500.0,0.0,0.0,50.0,1.0,0.04099917411804199
921,921,analcatdata_seropositive,2,2,active,ARFF,86.0,3.0,46.0,2.0,4.0,132.0,0.0,0.0,2.0,2.0,0.03400111198425293
922,922,fri_c2_100_50,2,2,active,ARFF,58.0,2.0,42.0,2.0,51.0,100.0,0.0,0.0,50.0,1.0,0.037999868392944336
923,923,visualizing_soil,2,2,active,ARFF,4753.0,2.0,3888.0,2.0,5.0,8641.0,0.0,0.0,3.0,2.0,0.03399991989135742
924,924,humandevel,2,2,active,ARFF,65.0,2.0,65.0,2.0,4.0,130.0,0.0,0.0,2.0,2.0,0.03700089454650879
925,925,visualizing_galaxy,2,2,active,ARFF,175.0,2.0,148.0,2.0,5.0,323.0,0.0,0.0,4.0,1.0,0.03299760818481445
926,926,fri_c0_500_25,2,2,active,ARFF,255.0,2.0,245.0,2.0,26.0,500.0,0.0,0.0,25.0,1.0,0.03899955749511719
927,927,hutsof99_child_witness,2,2,active,ARFF,25.0,2.0,17.0,2.0,17.0,42.0,0.0,0.0,16.0,1.0,0.03500080108642578
928,928,rabe_97,2,2,active,ARFF,25.0,2.0,21.0,2.0,5.0,46.0,0.0,0.0,3.0,2.0,0.03400111198425293
929,929,rabe_176,2,2,active,ARFF,35.0,2.0,35.0,2.0,5.0,70.0,0.0,0.0,4.0,1.0,0.03399968147277832
930,930,colleges_usnews,2,2,active,ARFF,688.0,51.0,614.0,2.0,35.0,1302.0,1144.0,7830.0,32.0,3.0,0.04899859428405762
931,931,disclosure_z,2,2,active,ARFF,348.0,2.0,314.0,2.0,4.0,662.0,0.0,0.0,3.0,1.0,0.03799939155578613
932,932,fri_c4_100_50,2,2,active,ARFF,56.0,2.0,44.0,2.0,51.0,100.0,0.0,0.0,50.0,1.0,0.03800225257873535
933,933,fri_c4_250_25,2,2,active,ARFF,136.0,2.0,114.0,2.0,26.0,250.0,0.0,0.0,25.0,1.0,0.03999972343444824
934,934,socmob,2,2,active,ARFF,900.0,17.0,256.0,2.0,6.0,1156.0,0.0,0.0,1.0,5.0,0.037999868392944336
935,935,fri_c1_250_10,2,2,active,ARFF,140.0,2.0,110.0,2.0,11.0,250.0,0.0,0.0,10.0,1.0,0.036000728607177734
936,936,fri_c3_500_10,2,2,active,ARFF,272.0,2.0,228.0,2.0,11.0,500.0,0.0,0.0,10.0,1.0,0.03499913215637207
937,937,fri_c3_500_50,2,2,active,ARFF,282.0,2.0,218.0,2.0,51.0,500.0,0.0,0.0,50.0,1.0,0.03899812698364258
938,938,sleuth_ex1221,2,2,active,ARFF,23.0,26.0,19.0,2.0,11.0,42.0,0.0,0.0,8.0,3.0,0.03800010681152344
939,939,chscase_whale,2,2,active,ARFF,117.0,2.0,111.0,2.0,10.0,228.0,5.0,20.0,9.0,1.0,0.0370020866394043
940,940,water-treatment,2,2,active,ARFF,447.0,414.0,80.0,2.0,39.0,527.0,146.0,560.0,21.0,18.0,0.07351422309875488
941,941,lowbwt,2,2,active,ARFF,99.0,6.0,90.0,2.0,10.0,189.0,0.0,0.0,2.0,8.0,0.039002418518066406
942,942,chscase_health,2,2,active,ARFF,26.0,9.0,24.0,2.0,5.0,50.0,0.0,0.0,2.0,3.0,0.03603100776672363
943,943,fri_c0_500_10,2,2,active,ARFF,259.0,2.0,241.0,2.0,11.0,500.0,0.0,0.0,10.0,1.0,0.03596901893615723
944,944,echoMonths,2,2,active,ARFF,66.0,2.0,64.0,2.0,10.0,130.0,69.0,97.0,6.0,4.0,0.0379946231842041
945,945,kidney,2,2,active,ARFF,40.0,4.0,36.0,2.0,7.0,76.0,0.0,0.0,3.0,4.0,0.03803682327270508
946,946,visualizing_ethanol,2,2,active,ARFF,45.0,2.0,43.0,2.0,3.0,88.0,0.0,0.0,2.0,1.0,0.037993431091308594
947,947,arsenic-male-bladder,2,2,active,ARFF,535.0,43.0,24.0,2.0,5.0,559.0,0.0,0.0,3.0,2.0,0.03797340393066406
949,949,arsenic-female-bladder,2,2,active,ARFF,479.0,43.0,80.0,2.0,5.0,559.0,0.0,0.0,3.0,2.0,0.03699994087219238
950,950,arsenic-female-lung,2,2,active,ARFF,540.0,43.0,19.0,2.0,5.0,559.0,0.0,0.0,3.0,2.0,0.03999733924865723
951,951,arsenic-male-lung,2,2,active,ARFF,546.0,43.0,13.0,2.0,5.0,559.0,0.0,0.0,3.0,2.0,0.03400135040283203
952,952,prnn_fglass,1,2,active,ARFF,76.0,6.0,9.0,6.0,10.0,214.0,0.0,0.0,9.0,1.0,0.03600311279296875
953,953,splice,2,2,active,ARFF,1655.0,6.0,1535.0,2.0,62.0,3190.0,0.0,0.0,0.0,62.0,0.09202980995178223
954,954,spectrometer,2,2,active,ARFF,476.0,4.0,55.0,2.0,103.0,531.0,0.0,0.0,100.0,3.0,0.051999807357788086
955,955,tae,2,2,active,ARFF,99.0,2.0,52.0,2.0,6.0,151.0,0.0,0.0,3.0,3.0,0.03499960899353027
956,956,molecular-biology_promoters,2,2,active,ARFF,72.0,4.0,34.0,2.0,59.0,106.0,0.0,0.0,0.0,59.0,0.06600046157836914
957,957,braziltourism,2,2,active,ARFF,318.0,7.0,94.0,2.0,9.0,412.0,49.0,96.0,4.0,5.0,0.038324594497680664
958,958,segment,2,2,active,ARFF,1980.0,2.0,330.0,2.0,20.0,2310.0,0.0,0.0,19.0,1.0,0.041078805923461914
959,959,nursery,2,2,active,ARFF,8640.0,5.0,4320.0,2.0,9.0,12960.0,0.0,0.0,0.0,9.0,0.04433012008666992
960,960,postoperative-patient-data,2,2,active,ARFF,64.0,4.0,26.0,2.0,9.0,90.0,3.0,3.0,0.0,9.0,0.0409696102142334
961,961,analcatdata_broadwaymult,2,2,active,ARFF,167.0,95.0,118.0,2.0,8.0,285.0,18.0,27.0,3.0,5.0,0.0415186882019043
962,962,mfeat-morphological,2,2,active,ARFF,1800.0,2.0,200.0,2.0,7.0,2000.0,0.0,0.0,6.0,1.0,0.03496432304382324
963,963,heart-h,2,2,active,ARFF,188.0,4.0,106.0,2.0,14.0,294.0,293.0,782.0,6.0,8.0,0.04900050163269043
964,964,pasture,2,2,active,ARFF,24.0,4.0,12.0,2.0,23.0,36.0,0.0,0.0,21.0,2.0,0.03700089454650879
965,965,zoo,2,2,active,ARFF,60.0,2.0,41.0,2.0,18.0,101.0,0.0,0.0,1.0,17.0,0.043999433517456055
966,966,analcatdata_halloffame,2,2,active,ARFF,1215.0,7.0,125.0,2.0,18.0,1340.0,20.0,20.0,15.0,3.0,0.04700040817260742
967,967,cars,2,2,active,ARFF,254.0,312.0,152.0,2.0,9.0,406.0,14.0,14.0,6.0,3.0,0.03900027275085449
968,968,analcatdata_birthday,2,2,active,ARFF,312.0,31.0,53.0,2.0,4.0,365.0,30.0,30.0,1.0,3.0,0.03499889373779297
969,969,iris,3,2,active,ARFF,100.0,2.0,50.0,2.0,5.0,150.0,0.0,0.0,4.0,1.0,0.03500247001647949
970,970,analcatdata_authorship,2,2,active,ARFF,524.0,2.0,317.0,2.0,71.0,841.0,0.0,0.0,70.0,1.0,0.041997432708740234
971,971,mfeat-fourier,2,2,active,ARFF,1800.0,2.0,200.0,2.0,77.0,2000.0,0.0,0.0,76.0,1.0,0.05500078201293945
972,972,squash-stored,2,2,active,ARFF,29.0,22.0,23.0,2.0,25.0,52.0,2.0,7.0,21.0,4.0,0.03799867630004883
973,973,wine,2,2,active,ARFF,107.0,2.0,71.0,2.0,14.0,178.0,0.0,0.0,13.0,1.0,0.03400063514709473
974,974,hayes-roth,2,2,active,ARFF,81.0,2.0,51.0,2.0,5.0,132.0,0.0,0.0,4.0,1.0,0.03100109100341797
975,975,autos,2,2,active,ARFF,138.0,22.0,67.0,2.0,26.0,205.0,46.0,59.0,15.0,11.0,0.04199957847595215
976,976,JapaneseVowels,2,2,active,ARFF,8347.0,2.0,1614.0,2.0,15.0,9961.0,0.0,0.0,14.0,1.0,0.041999101638793945
977,977,letter,2,2,active,ARFF,19187.0,2.0,813.0,2.0,17.0,20000.0,0.0,0.0,16.0,1.0,0.045999765396118164
978,978,mfeat-factors,2,2,active,ARFF,1800.0,2.0,200.0,2.0,217.0,2000.0,0.0,0.0,216.0,1.0,0.06499958038330078
979,979,waveform-5000,2,2,active,ARFF,3308.0,2.0,1692.0,2.0,41.0,5000.0,0.0,0.0,40.0,1.0,0.04400229454040527
980,980,optdigits,2,2,active,ARFF,5048.0,2.0,572.0,2.0,65.0,5620.0,0.0,0.0,64.0,1.0,0.0500035285949707
981,981,kdd_internet_usage,1,2,active,ARFF,7393.0,129.0,2715.0,2.0,69.0,10108.0,2699.0,2699.0,0.0,69.0,0.07599377632141113
982,982,heart-c,2,2,active,ARFF,165.0,4.0,138.0,2.0,14.0,303.0,7.0,7.0,6.0,8.0,0.04106760025024414
983,983,cmc,2,2,active,ARFF,844.0,4.0,629.0,2.0,10.0,1473.0,0.0,0.0,2.0,8.0,0.038869380950927734
984,984,analcatdata_draft,2,2,active,ARFF,334.0,12.0,32.0,2.0,6.0,366.0,1.0,1.0,3.0,3.0,0.03867745399475098
985,985,squash-unstored,2,2,active,ARFF,28.0,22.0,24.0,2.0,24.0,52.0,9.0,39.0,20.0,4.0,0.03989100456237793
986,986,analcatdata_marketing,2,2,active,ARFF,249.0,5.0,115.0,2.0,33.0,364.0,36.0,80.0,0.0,33.0,0.053427696228027344
987,987,collins,2,2,active,ARFF,420.0,15.0,80.0,2.0,24.0,500.0,0.0,0.0,20.0,4.0,0.04488348960876465
988,988,fl2000,2,2,active,ARFF,41.0,2.0,26.0,2.0,16.0,67.0,0.0,0.0,14.0,2.0,0.03740715980529785
989,989,anneal,3,2,active,ARFF,684.0,7.0,214.0,2.0,39.0,898.0,898.0,22175.0,6.0,33.0,0.05200004577636719
990,990,eucalyptus,2,2,active,ARFF,522.0,27.0,214.0,2.0,20.0,736.0,95.0,448.0,14.0,6.0,0.03900027275085449
991,991,car,2,2,active,ARFF,1210.0,4.0,518.0,2.0,7.0,1728.0,0.0,0.0,0.0,7.0,0.03699922561645508
992,992,analcatdata_broadway,2,2,active,ARFF,68.0,7.0,27.0,2.0,10.0,95.0,6.0,9.0,3.0,7.0,0.04200005531311035
993,993,kdd_ipums_la_97-small,1,2,active,ARFF,4425.0,191.0,2594.0,2.0,61.0,7019.0,7019.0,43814.0,33.0,28.0,0.06200242042541504
