,did,name,version,uploader,status,format,MajorityClassSize,MaxNominalAttDistinctValues,MinorityClassSize,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,first_time,first_time_1,OUT
1128,1128,OVA_Breast,1,2,active,ARFF,1201,2,344,2,10937,1545,0,0,10936,1,28.84246874,1.026137829,FALSE
1129,1129,AP_Uterus_Kidney,1,2,active,ARFF,260,2,124,2,10937,384,0,0,10936,1,8.330193996,0.652347326,FALSE
1130,1130,OVA_Lung,1,2,active,ARFF,1419,2,126,2,10937,1545,0,0,10936,1,29.27478385,1.048466682,FALSE
1131,1131,AP_Prostate_Uterus,1,2,active,ARFF,124,2,69,2,10937,193,0,0,10936,1,5.471698284,0.605997562,FALSE
1132,1132,AP_Omentum_Lung,1,2,active,ARFF,126,2,77,2,10937,203,0,0,10936,1,6.372663736,0.60490036,FALSE
1133,1133,AP_Endometrium_Colon,1,2,active,ARFF,286,2,61,2,10937,347,0,0,10936,1,8.294119835,0.681999207,FALSE
1134,1134,OVA_Kidney,1,2,active,ARFF,1285,2,260,2,10937,1545,0,0,10936,1,29.20673323,1.023718834,FALSE
1135,1135,AP_Colon_Prostate,1,2,active,ARFF,286,2,69,2,10937,355,0,0,10936,1,7.814847469,0.649093628,FALSE
1136,1136,AP_Lung_Uterus,1,2,active,ARFF,126,2,124,2,10937,250,0,0,10936,1,6.100231886,0.662000895,FALSE
1137,1137,AP_Colon_Kidney,1,2,active,ARFF,286,2,260,2,10937,546,0,0,10936,1,11.0407846,0.700695753,FALSE
1138,1138,OVA_Uterus,1,2,active,ARFF,1421,2,124,2,10937,1545,0,0,10936,1,30.11339808,1.035910606,FALSE
1139,1139,OVA_Omentum,1,2,active,ARFF,1468,2,77,2,10937,1545,0,0,10936,1,28.85353494,1.062042475,FALSE
1140,1140,AP_Ovary_Lung,1,2,active,ARFF,198,2,126,2,10937,324,0,0,10936,1,12.91091609,0.753663778,FALSE
1141,1141,AP_Endometrium_Prostate,1,2,active,ARFF,69,2,61,2,10937,130,0,0,10936,1,5.052230835,0.609926462,FALSE
1142,1142,OVA_Endometrium,1,2,active,ARFF,1484,2,61,2,10937,1545,0,0,10936,1,31.01455092,1.020863533,FALSE
1143,1143,AP_Colon_Omentum,1,2,active,ARFF,286,2,77,2,10937,363,0,0,10936,1,8.81150198,0.67799449,FALSE
1144,1144,AP_Prostate_Kidney,1,2,active,ARFF,260,2,69,2,10937,329,0,0,10936,1,7.433261633,0.665999413,FALSE
1145,1145,AP_Breast_Colon,1,2,active,ARFF,344,2,286,2,10937,630,0,0,10936,1,14.55891538,0.732000828,FALSE
1146,1146,OVA_Prostate,1,2,active,ARFF,1476,2,69,2,10937,1545,0,0,10936,1,30.56075358,1.043505669,FALSE
1147,1147,AP_Omentum_Kidney,1,2,active,ARFF,260,2,77,2,10937,337,0,0,10936,1,7.983921289,0.680038214,FALSE
1148,1148,AP_Breast_Uterus,1,2,active,ARFF,344,2,124,2,10937,468,0,0,10936,1,10.18108845,0.690999746,FALSE
1149,1149,AP_Ovary_Kidney,1,2,active,ARFF,260,2,198,2,10937,458,0,0,10936,1,9.734192371,0.843571901,FALSE
1150,1150,AP_Breast_Lung,1,2,active,ARFF,344,2,126,2,10937,470,0,0,10936,1,9.698908329,0.861971617,FALSE
1151,1151,AP_Endometrium_Omentum,1,2,active,ARFF,77,2,61,2,10937,138,0,0,10936,1,4.201410532,0.771999121,FALSE
1152,1152,AP_Prostate_Ovary,1,2,active,ARFF,198,2,69,2,10937,267,0,0,10936,1,7.012129307,0.891785145,FALSE
1153,1153,AP_Colon_Ovary,1,2,active,ARFF,286,2,198,2,10937,484,0,0,10936,1,10.0833683,0.870885849,FALSE
1154,1154,AP_Endometrium_Lung,1,2,active,ARFF,126,2,61,2,10937,187,0,0,10936,1,6.211892605,0.593663454,FALSE
1155,1155,AP_Prostate_Lung,1,2,active,ARFF,126,2,69,2,10937,195,0,0,10936,1,5.14800334,0.596000671,FALSE
1156,1156,AP_Omentum_Ovary,1,2,active,ARFF,198,2,77,2,10937,275,0,0,10936,1,6.753423691,0.737875938,FALSE
1157,1157,AP_Endometrium_Kidney,1,2,active,ARFF,260,2,61,2,10937,321,0,0,10936,1,7.538097858,0.642999411,FALSE
1158,1158,AP_Breast_Kidney,1,2,active,ARFF,344,2,260,2,10937,604,0,0,10936,1,12.39675951,0.751999378,FALSE
1159,1159,AP_Endometrium_Ovary,1,2,active,ARFF,198,2,61,2,10937,259,0,0,10936,1,6.53126812,0.705000639,FALSE
1160,1160,AP_Colon_Uterus,1,2,active,ARFF,286,2,124,2,10937,410,0,0,10936,1,8.879747391,0.681754112,FALSE
1161,1161,OVA_Colon,1,2,active,ARFF,1259,2,286,2,10937,1545,0,0,10936,1,29.75350928,1.068810701,FALSE
1162,1162,AP_Ovary_Uterus,1,2,active,ARFF,198,2,124,2,10937,322,0,0,10936,1,8.482876062,0.74799943,FALSE
1163,1163,AP_Lung_Kidney,1,2,active,ARFF,260,2,126,2,10937,386,0,0,10936,1,18.78980207,0.655289888,FALSE
1164,1164,AP_Endometrium_Uterus,1,2,active,ARFF,124,2,61,2,10937,185,0,0,10936,1,14.33100653,0.633997917,FALSE
1165,1165,AP_Breast_Ovary,1,2,active,ARFF,344,2,198,2,10937,542,0,0,10936,1,17.3527112,0.883114815,FALSE
1166,1166,OVA_Ovary,1,2,active,ARFF,1347,2,198,2,10937,1545,0,0,10936,1,39.86544299,1.5280056,FALSE
1167,1167,pc1_req,1,2,active,ARFF,213,3,107,2,9,320,0,0,7,2,0.268000841,0.040963411,FALSE
1168,1168,electricity_prices_ICON,1,2,active,ARFF,,,,,,,,,,,2.381000042,0.096300125,FALSE
1169,1169,airlines,1,2,active,ARFF,299119,293,240264,2,8,539383,0,0,3,5,11.72800732,0.114645243,FALSE
1177,1177,BNG(primary-tumor),1,1,active,ARFF,240693,22,1417,22,18,1000000,0,0,0,18,32.24087691,0.162584782,FALSE
1178,1178,BNG(solar-flare),1,1,active,ARFF,648320,6,15232,2,13,663552,0,0,0,13,12.40422463,0.09400034,FALSE
1179,1179,BNG(solar-flare),1,1,active,ARFF,994382,8,1393,3,13,1000000,0,0,0,13,19.12008548,0.118999481,FALSE
1180,1180,BNG(spect_test),1,1,active,ARFF,915437,2,84563,2,23,1000000,0,0,0,23,62.70054984,0.172999859,FALSE
1181,1181,BNG(spectf_test),1,1,active,ARFF,784810,2,215190,2,45,1000000,0,0,44,1,101.1491239,0.797972679,FALSE
1182,1182,BNG(adult),1,1,active,ARFF,759864,41,240136,2,15,1000000,0,0,2,13,27.81531429,0.194844484,FALSE
1183,1183,BNG(satimage),1,1,active,ARFF,238391,6,96502,6,37,1000000,0,0,36,1,75.62016463,0.699164629,FALSE
1184,1184,BNG(baseball),1,1,active,ARFF,,7,,,17,1000000,0,0,15,2,36.562181,0.390096188,FALSE
1185,1185,BNG(wine),1,1,active,ARFF,401055,3,277674,3,14,1000000,0,0,13,1,30.06965017,0.289416313,FALSE
1186,1186,BNG(eucalyptus),1,1,active,ARFF,289779,27,142795,5,20,1000000,0,0,14,6,62.34210324,0.325229168,FALSE
1187,1187,BNG(wisconsin),1,1,active,ARFF,,,,0,33,1000000,0,0,33,0,61.43228889,0.588299036,FALSE
1188,1188,BNG(cleveland),1,1,active,ARFF,,4,,0,14,1000000,0,0,7,7,22.59419203,0.219871759,FALSE
1189,1189,BNG(auto_price),1,1,active,ARFF,,7,,0,16,1000000,0,0,15,1,34.7697897,0.293830156,FALSE
1190,1190,BNG(cpu_act),1,1,active,ARFF,,,,0,22,1000000,0,0,22,0,38.94026113,0.432777166,FALSE
1191,1191,BNG(pbc),1,1,active,ARFF,,4,,0,19,1000000,0,0,11,8,57.89769745,0.312503815,FALSE
1192,1192,BNG(autoHorse),1,1,active,ARFF,,22,,0,26,1000000,0,0,18,8,52.2107079,0.423007965,FALSE
1193,1193,BNG(lowbwt),1,1,active,ARFF,,6,,0,10,31104,0,0,3,7,0.932779551,0.047029495,FALSE
1194,1194,BNG(cholesterol),1,1,active,ARFF,,4,,0,14,1000000,0,0,7,7,22.93558502,0.227328777,FALSE
1195,1195,BNG(autoPrice),1,1,active,ARFF,,,,0,16,1000000,0,0,16,0,31.16070008,0.29848218,FALSE
1196,1196,BNG(pharynx),1,1,active,ARFF,,6,,0,12,1000000,0,0,2,10,20.14518499,0.19212985,FALSE
1197,1197,BNG(2dplanes),1,1,active,ARFF,,,,0,11,177147,0,0,11,0,2.364786625,0.083710194,FALSE
1198,1198,BNG(elevators),1,1,active,ARFF,,,,0,19,1000000,0,0,19,0,29.4472816,0.404017448,FALSE
1199,1199,BNG(echoMonths),1,1,active,ARFF,,2,,0,10,17496,0,0,7,3,0.613319397,0.040994644,FALSE
1200,1200,BNG(stock),1,1,active,ARFF,,,,0,10,59049,0,0,10,0,1.453258991,0.050000668,FALSE
1201,1201,BNG(breastTumor),1,1,active,ARFF,,18,,0,10,116640,0,0,2,8,2.455519199,0.058998585,FALSE
1202,1202,BNG(cpu_small),1,1,active,ARFF,,,,0,13,1000000,0,0,13,0,27.52429008,0.289170742,FALSE
1203,1203,BNG(pwLinear),1,1,active,ARFF,,,,0,11,177147,0,0,11,0,2.248178482,0.084030151,FALSE
1204,1204,BNG(wine_quality),1,1,active,ARFF,,,,0,12,531441,0,0,12,0,12.29485965,0.168195248,FALSE
1205,1205,BNG(Australian),1,1,active,ARFF,573051,2,426949,2,15,1000000,0,0,14,1,19.76568794,0.293580055,FALSE
1206,1206,BNG(satellite_image),1,1,active,ARFF,,,,0,37,1000000,0,0,37,0,73.65295863,0.663394451,FALSE
1207,1207,BNG(Ailerons),1,1,active,ARFF,,,,0,41,1000000,0,0,41,0,53.68441844,0.729108334,FALSE
1208,1208,BNG(libras_move),1,1,active,ARFF,,,,0,91,1000000,0,0,91,0,166.3913138,1.598386765,FALSE
1209,1209,BNG(vowel),2,1,active,ARFF,91406,15,90311,11,13,1000000,0,0,10,3,29.25509763,0.270222187,FALSE
1210,1210,BNG(puma32H),1,1,active,ARFF,,,,0,33,1000000,0,0,33,0,83.77907085,0.623850107,FALSE
1211,1211,BNG(SPECT),1,1,active,ARFF,791580,2,208420,2,23,1000000,0,0,0,23,37.02255464,0.1839993,FALSE
1212,1212,BNG(SPECTF),1,1,active,ARFF,718700,2,281300,2,45,1000000,0,0,44,1,97.66016388,0.83059454,FALSE
1213,1213,BNG(mv),1,1,active,ARFF,,3,,0,11,78732,0,0,8,3,2.103055954,0.054002047,FALSE
1214,1214,BNG(JapaneseVowels),1,1,active,ARFF,160780,9,78122,9,15,1000000,0,0,14,1,30.8321507,0.298236847,FALSE
1216,1216,Click_prediction_small,1,2,active,ARFF,1429610,2,66781,2,12,1496391,0,0,11,1,33.04780316,0.473982096,FALSE
1217,1217,Click_prediction_small,2,2,active,ARFF,142949,2,6690,2,12,149639,0,0,11,1,3.157991171,0.080958605,FALSE
1218,1218,Click_prediction_small,3,2,active,ARFF,1664406,2,333004,2,12,1997410,0,0,11,1,36.78473806,0.515304089,FALSE
1219,1219,Click_prediction_small,4,2,active,ARFF,332393,2,67089,2,12,399482,0,0,11,1,11.76719236,0.136505842,FALSE
1220,1220,Click_prediction_small,5,2,active,ARFF,33220,2,6728,2,12,39948,0,0,11,1,1.519001007,0.051729202,FALSE
1222,1222,letter-challenge-unlabeled.arff,1,1,active,ARFF,10000,2,2760,3,17,20000,0,10000,16,1,0.812996387,0.047994375,FALSE
1226,1226,Click_prediction_small,7,1,active,ARFF,399482,2,67089,3,12,798964,0,399482,11,1,17.27547336,0.268805504,FALSE
1228,1228,nki70.arff,1,1,active,ARFF,,3,,0,77,144,0,0,73,4,0.259003878,0.04603672,FALSE
1233,1233,eating,1,339,active,ARFF,140,7,119,7,6374,945,0,0,6373,1,11.93575168,0.503976345,FALSE
1235,1235,Agrawal1,1,1,active,ARFF,672045,20,327955,2,10,1000000,0,0,6,4,20.24694824,0.1906178,FALSE
1236,1236,Stagger1,1,1,active,ARFF,888391,3,111609,2,4,1000000,0,0,0,4,9.866400242,0.072039843,FALSE
1237,1237,Stagger2,1,1,active,ARFF,555943,3,444057,2,4,1000000,0,0,0,4,11.30721903,0.072001457,FALSE
1238,1238,Stagger3,1,1,active,ARFF,666429,3,333571,2,4,1000000,0,0,0,4,9.095007658,0.070963144,FALSE
1240,1240,AirlinesCodrnaAdult,1,1,active,ARFF,603138,293,473652,2,30,1076790,4085,7275,13,17,51.49800372,0.409283161,FALSE
1241,1241,codrnaNorm,1,1,active,Sparse_ARFF,325710,2,162855,2,9,488565,0,0,8,1,13.58870435,0.442040443,FALSE
1242,1242,vehicleNorm,1,1,active,Sparse_ARFF,49264,2,49264,2,101,98528,0,0,100,1,31.41162419,1.258959293,FALSE
1245,1245,lungcancer_shedden,1,29,active,ARFF,,2,,0,24,442,0,0,21,3,0.244130611,0.043998241,FALSE
1351,1351,"BNG(anneal,1000,1)",1,1,active,ARFF,759652,10,555,6,39,1000000,0,0,6,33,107.6500719,0.366679192,FALSE
1352,1352,"BNG(anneal,1000,5)",1,1,active,ARFF,759652,10,555,6,39,1000000,0,0,6,33,111.0701106,0.372600555,FALSE
1353,1353,"BNG(anneal,1000,10)",1,1,active,ARFF,759652,10,555,6,39,1000000,0,0,6,33,109.6708989,0.374656677,FALSE
1354,1354,"BNG(anneal,5000,1)",1,1,active,ARFF,759652,10,555,6,39,1000000,0,0,6,33,104.8030107,0.383928299,FALSE
1355,1355,"BNG(anneal,5000,5)",1,1,active,ARFF,759652,10,555,6,39,1000000,0,0,6,33,97.55733824,0.371903181,FALSE
1356,1356,"BNG(anneal,5000,10)",1,1,active,ARFF,759652,10,555,6,39,1000000,0,0,6,33,101.8739619,0.396617651,FALSE
1357,1357,"BNG(anneal,10000,1)",1,1,active,ARFF,759652,10,555,6,39,1000000,0,0,6,33,106.0144191,0.375547409,FALSE
1358,1358,"BNG(anneal,10000,5)",1,1,active,ARFF,759652,10,555,6,39,1000000,0,0,6,33,107.6158199,0.379322529,FALSE
1359,1359,"BNG(anneal,10000,10)",1,1,active,ARFF,759652,10,555,6,39,1000000,0,0,6,33,96.4585638,0.375852346,FALSE
1360,1360,"BNG(anneal.ORIG,1000,1)",1,1,active,ARFF,759652,9,555,6,39,1000000,0,0,6,33,63.28635788,0.368424416,FALSE
1361,1361,"BNG(anneal.ORIG,1000,5)",1,1,active,ARFF,759652,9,555,6,39,1000000,0,0,6,33,54.74676418,0.36914587,FALSE
1362,1362,"BNG(anneal.ORIG,1000,10)",1,1,active,ARFF,759652,9,555,6,39,1000000,0,0,6,33,52.28589058,0.380009174,FALSE
1363,1363,"BNG(anneal.ORIG,5000,1)",1,1,active,ARFF,759652,9,555,6,39,1000000,0,0,6,33,50.33058691,0.384492636,FALSE
1364,1364,"BNG(anneal.ORIG,5000,5)",1,1,active,ARFF,759652,9,555,6,39,1000000,0,0,6,33,58.60992646,0.367228746,FALSE
1365,1365,"BNG(anneal.ORIG,5000,10)",1,1,active,ARFF,759652,9,555,6,39,1000000,0,0,6,33,51.18378162,0.370900869,FALSE
1366,1366,"BNG(anneal.ORIG,10000,1)",1,1,active,ARFF,759652,9,555,6,39,1000000,0,0,6,33,53.9498837,0.379801273,FALSE
1367,1367,"BNG(anneal.ORIG,10000,5)",1,1,active,ARFF,759652,9,555,6,39,1000000,0,0,6,33,54.78293514,0.371271133,FALSE
1368,1368,"BNG(anneal.ORIG,10000,10)",1,1,active,ARFF,759652,9,555,6,39,1000000,0,0,6,33,56.16458082,0.383363247,FALSE
1369,1369,"BNG(kr-vs-kp,1000,1)",1,1,active,ARFF,521875,3,478125,2,37,1000000,0,0,0,37,57.77506113,0.264999866,FALSE
1370,1370,"BNG(kr-vs-kp,1000,5)",1,1,active,ARFF,521875,3,478125,2,37,1000000,0,0,0,37,52.45619655,0.265327215,FALSE
1371,1371,"BNG(kr-vs-kp,1000,10)",1,1,active,ARFF,521875,3,478125,2,37,1000000,0,0,0,37,60.73167586,0.264816284,FALSE
1372,1372,"BNG(kr-vs-kp,5000,1)",1,1,active,ARFF,521875,3,478125,2,37,1000000,0,0,0,37,51.62122869,0.263752937,FALSE
1373,1373,"BNG(kr-vs-kp,5000,5)",1,1,active,ARFF,521875,3,478125,2,37,1000000,0,0,0,37,53.16085029,0.267999172,FALSE
1374,1374,"BNG(kr-vs-kp,5000,10)",1,1,active,ARFF,521875,3,478125,2,37,1000000,0,0,0,37,54.66763616,0.263000011,FALSE
1375,1375,"BNG(kr-vs-kp,10000,1)",1,1,active,ARFF,521875,3,478125,2,37,1000000,0,0,0,37,56.87151814,0.259305239,FALSE
1376,1376,"BNG(kr-vs-kp,10000,5)",1,1,active,ARFF,521875,3,478125,2,37,1000000,0,0,0,37,60.63979888,0.258995056,FALSE
1377,1377,"BNG(kr-vs-kp,10000,10)",1,1,active,ARFF,521875,3,478125,2,37,1000000,0,0,0,37,57.1481781,0.260141611,FALSE
1378,1378,"BNG(letter,1000,1)",1,1,active,ARFF,40765,26,36811,26,17,1000000,0,0,16,1,30.4325583,0.310709476,FALSE
1379,1379,"BNG(letter,1000,5)",1,1,active,ARFF,40765,26,36811,26,17,1000000,0,0,16,1,33.21067047,0.323447227,FALSE
1380,1380,"BNG(letter,1000,10)",1,1,active,ARFF,40765,26,36811,26,17,1000000,0,0,16,1,29.66809845,0.31513834,FALSE
1381,1381,"BNG(letter,5000,1)",1,1,active,ARFF,40765,26,36811,26,17,1000000,0,0,16,1,30.19346714,0.329999924,FALSE
1382,1382,"BNG(letter,5000,5)",1,1,active,ARFF,40765,26,36811,26,17,1000000,0,0,16,1,30.60191274,0.320042133,FALSE
1383,1383,"BNG(letter,5000,10)",1,1,active,ARFF,40765,26,36811,26,17,1000000,0,0,16,1,32.02559257,0.32066226,FALSE
1384,1384,"BNG(letter,10000,1)",1,1,active,ARFF,40765,26,36811,26,17,1000000,0,0,16,1,27.67285657,0.317686319,FALSE
1385,1385,"BNG(letter,10000,5)",1,1,active,ARFF,40765,26,36811,26,17,1000000,0,0,16,1,28.16275239,0.31913805,FALSE
1386,1386,"BNG(letter,10000,10)",1,1,active,ARFF,40765,26,36811,26,17,1000000,0,0,16,1,37.6841476,0.320033789,FALSE
1387,1387,"BNG(audiology,1000,1)",1,1,active,ARFF,241431,24,6126,24,70,1000000,0,0,0,70,107.48368,0.452999353,FALSE
1388,1388,"BNG(audiology,1000,5)",1,1,active,ARFF,241431,24,6126,24,70,1000000,0,0,0,70,104.1743715,0.44699955,FALSE
1389,1389,"BNG(audiology,1000,10)",1,1,active,ARFF,241431,24,6126,24,70,1000000,0,0,0,70,112.4540782,0.468999624,FALSE
1390,1390,"BNG(audiology,5000,1)",1,1,active,ARFF,241431,24,6126,24,70,1000000,0,0,0,70,96.99915481,0.448031902,FALSE
1391,1391,"BNG(audiology,5000,5)",1,1,active,ARFF,241431,24,6126,24,70,1000000,0,0,0,70,98.22261834,0.459083796,FALSE
1392,1392,"BNG(audiology,5000,10)",1,1,active,ARFF,241431,24,6126,24,70,1000000,0,0,0,70,102.6375372,0.447032213,FALSE
1393,1393,"BNG(autos,1000,1)",1,1,active,ARFF,323554,22,2441,7,26,1000000,0,0,15,11,50.89653468,0.370349407,FALSE
1394,1394,"BNG(autos,1000,5)",1,1,active,ARFF,323554,22,2441,7,26,1000000,0,0,15,11,48.24448776,0.374172926,FALSE
1395,1395,"BNG(autos,1000,10)",1,1,active,ARFF,323554,22,2441,7,26,1000000,0,0,15,11,46.80426598,0.355013371,FALSE
1396,1396,"BNG(autos,5000,1)",1,1,active,ARFF,323554,22,2441,7,26,1000000,0,0,15,11,45.81763792,0.386805773,FALSE
1397,1397,"BNG(autos,5000,5)",1,1,active,ARFF,323554,22,2441,7,26,1000000,0,0,15,11,45.37792397,0.368801594,FALSE
1398,1398,"BNG(autos,5000,10)",1,1,active,ARFF,323554,22,2441,7,26,1000000,0,0,15,11,46.02889633,0.360043287,FALSE
1399,1399,"BNG(autos,10000,1)",1,1,active,ARFF,323554,22,2441,7,26,1000000,0,0,15,11,50.19609761,0.359300375,FALSE
1400,1400,"BNG(autos,10000,5)",1,1,active,ARFF,323554,22,2441,7,26,1000000,0,0,15,11,53.11079955,0.359925508,FALSE
1401,1401,"BNG(autos,10000,10)",1,1,active,ARFF,323554,22,2441,7,26,1000000,0,0,15,11,45.51838636,0.371954918,FALSE
1402,1402,"BNG(lymph,1000,1)",1,1,active,ARFF,543495,8,16508,4,19,1000000,0,0,3,16,28.65989304,0.237688303,FALSE
1403,1403,"BNG(lymph,1000,5)",1,1,active,ARFF,543495,8,16508,4,19,1000000,0,0,3,16,28.99405956,0.235675335,FALSE
1404,1404,"BNG(lymph,1000,10)",1,1,active,ARFF,543495,8,16508,4,19,1000000,0,0,3,16,28.83323741,0.254346132,FALSE
1405,1405,"BNG(lymph,5000,1)",1,1,active,ARFF,543495,8,16508,4,19,1000000,0,0,3,16,28.61237955,0.241970778,FALSE
1406,1406,"BNG(lymph,5000,5)",1,1,active,ARFF,543495,8,16508,4,19,1000000,0,0,3,16,29.2672565,0.243993998,FALSE
1407,1407,"BNG(lymph,5000,10)",1,1,active,ARFF,543495,8,16508,4,19,1000000,0,0,3,16,29.71424007,0.230922937,FALSE
1408,1408,"BNG(lymph,10000,1)",1,1,active,ARFF,543495,8,16508,4,19,1000000,0,0,3,16,31.31408238,0.231934309,FALSE
1409,1409,"BNG(lymph,10000,5)",1,1,active,ARFF,543495,8,16508,4,19,1000000,0,0,3,16,29.42552495,0.235127687,FALSE
1410,1410,"BNG(lymph,10000,10)",1,1,active,ARFF,543495,8,16508,4,19,1000000,0,0,3,16,28.85398507,0.231577396,FALSE
1412,1412,lungcancer_GSE31210,1,29,active,ARFF,191,2,35,2,24,226,0,0,21,3,0.222011805,0.041025877,FALSE
1413,1413,MyIris,1,379,active,ARFF,50,3,50,3,5,150,0,0,4,1,0.199807167,0.039005518,FALSE
1414,1414,Kaggle_bike_sharing_demand_challange,1,391,active,ARFF,,24,,0,12,10886,0,0,6,6,0.245917797,0.029008627,FALSE
1419,1419,contact-lenses,1,255,active,ARFF,,3,,,5,24,0,0,0,5,0.185311317,0.041987419,FALSE
1420,1420,cpu.with.vendor,1,255,active,ARFF,,30,,,8,209,0,0,7,1,0.19910121,0.034999609,FALSE
1424,1424,a3a,1,402,active,Sparse_ARFF,,,,0,124,32561,0,0,124,0,1.31354785,0.124007702,FALSE
1425,1425,a4a,1,402,active,Sparse_ARFF,,,,0,124,32561,0,0,124,0,1.404783487,0.128991604,FALSE
1426,1426,a5a,1,402,active,Sparse_ARFF,,,,0,124,32561,0,0,124,0,1.336078882,0.119971037,FALSE
1427,1427,a6a,1,402,active,Sparse_ARFF,,,,0,124,32561,0,0,124,0,1.431379557,0.120035172,FALSE
1428,1428,a7a,1,402,active,Sparse_ARFF,,,,0,124,32561,0,0,124,0,1.349961758,0.124994516,FALSE
1429,1429,a8a,1,402,active,Sparse_ARFF,,,,0,124,32561,0,0,124,0,1.367096424,0.118006468,FALSE
1430,1430,a9a,1,402,active,Sparse_ARFF,,,,0,124,48842,0,0,124,0,1.94018507,0.16900301,FALSE
1432,1432,colon-cancer,1,402,active,Sparse_ARFF,,,,0,2001,62,0,0,2001,0,1.339045525,0.707993746,FALSE
1433,1433,svmguide1,1,402,active,Sparse_ARFF,,,,0,5,7089,0,0,5,0,0.340996027,0.037998676,FALSE
1434,1434,duke-breast-cancer,1,402,active,Sparse_ARFF,,,,0,7130,86,0,0,7130,0,5.299031019,2.349000454,FALSE
1435,1435,fourclass,1,402,active,Sparse_ARFF,,,,0,3,862,0,0,3,0,0.208994389,0.034002066,FALSE
1436,1436,german.numer,1,402,active,Sparse_ARFF,,,,0,25,1000,0,0,25,0,0.271003008,0.040994167,FALSE
1441,1441,KungChi3,1,427,active,ARFF,107,2,16,2,40,123,0,0,39,1,0.23599267,0.068971634,FALSE
1442,1442,MegaWatt1,1,427,active,ARFF,226,2,27,2,38,253,0,0,37,1,0.233003616,0.068995476,FALSE
1443,1443,PizzaCutter1,1,427,active,ARFF,609,2,52,2,38,661,0,0,37,1,0.252026558,0.072029829,FALSE
1444,1444,PizzaCutter3,1,427,active,ARFF,916,2,127,2,38,1043,0,0,37,1,0.302097559,0.071000576,FALSE
1446,1446,CostaMadre1,2,427,active,ARFF,258,2,38,2,38,296,0,0,37,1,0.237056017,0.068999529,FALSE
1447,1447,CastMetal1,1,427,active,ARFF,285,2,42,2,38,327,0,0,37,1,0.251464367,0.068001747,FALSE
1448,1448,KnuggetChase3,1,427,active,ARFF,158,2,36,2,40,194,0,0,39,1,0.217053652,0.069998026,FALSE
1449,1449,MeanWhile1,1,427,active,ARFF,226,2,27,2,38,253,0,0,37,1,0.246986866,0.068000078,FALSE
1450,1450,MindCave2,1,427,active,ARFF,81,2,44,2,40,125,0,0,39,1,0.220000029,0.069999456,FALSE
1451,1451,PieChart1,1,427,active,ARFF,644,2,61,2,38,705,0,0,37,1,0.278072119,0.069000244,FALSE
1452,1452,PieChart2,1,427,active,ARFF,729,2,16,2,37,745,0,0,36,1,0.239967108,0.039000034,FALSE
1453,1453,PieChart3,1,427,active,ARFF,943,2,134,2,38,1077,0,0,37,1,0.288772106,0.070000172,FALSE
1455,1455,acute-inflammations,1,64,active,ARFF,70,2,50,2,7,120,0,0,1,6,0.196711779,0.045003891,FALSE
1457,1457,amazon-commerce-reviews,1,64,active,ARFF,30,50,30,50,10001,1500,0,0,10000,1,11.63487697,0.901986837,FALSE
1458,1458,arcene,1,64,active,ARFF,112,2,88,2,10001,200,0,0,10000,1,3.80278945,0.569337845,FALSE
1459,1459,artificial-characters,1,64,active,ARFF,1416,10,600,10,8,10218,0,0,7,1,0.308013201,0.0450387,FALSE
1460,1460,banana,1,64,active,ARFF,2924,2,2376,2,3,5300,0,0,2,1,0.225984097,0.036901951,FALSE
1461,1461,bank-marketing,1,64,active,ARFF,39922,12,5289,2,17,45211,0,0,7,10,1.183992386,0.054975748,FALSE
1462,1462,banknote-authentication,1,64,active,ARFF,762,2,610,2,5,1372,0,0,4,1,0.211997747,0.034024,FALSE
1463,1463,blogger,1,64,active,ARFF,68,5,32,2,6,100,0,0,0,6,0.187997341,0.040974855,FALSE
1464,1464,blood-transfusion-service-center,1,64,active,ARFF,570,2,178,2,5,748,0,0,4,1,0.189002037,0.035997152,FALSE
1465,1465,breast-tissue,1,64,active,ARFF,22,6,14,6,10,106,0,0,9,1,0.216995478,0.037998199,FALSE
1466,1466,cardiotocography,1,64,active,ARFF,579,10,53,10,36,2126,0,0,35,1,0.324619532,0.041000366,FALSE
1467,1467,climate-model-simulation-crashes,1,64,active,ARFF,494,2,46,2,21,540,0,0,20,1,0.218242407,0.03799963,FALSE
1468,1468,cnae-9,1,64,active,ARFF,120,9,120,9,857,1080,0,0,856,1,0.944112778,0.146512508,FALSE
1471,1471,eeg-eye-state,1,64,active,ARFF,8257,2,6723,2,15,14980,0,0,14,1,0.540542603,0.045186281,FALSE
1472,1472,energy-efficiency,1,64,active,ARFF,74,38,1,37,10,768,0,0,8,2,0.18301177,0.038000584,FALSE
1473,1473,fertility,1,64,active,ARFF,88,2,12,2,10,100,0,0,9,1,0.21394825,0.035994053,FALSE
1475,1475,first-order-theorem-proving,1,64,active,ARFF,2554,6,486,6,52,6118,0,0,51,1,0.635995388,0.049000025,FALSE
1476,1476,gas-drift,1,64,active,ARFF,3009,6,1641,6,129,13910,0,0,128,1,3.807932854,0.081000328,FALSE
1477,1477,gas-drift-different-concentrations,1,64,active,ARFF,3009,6,1641,6,130,13910,0,0,129,1,4.298204899,0.083005428,FALSE
